Left_pocket,,,,,
time_stamp,Ax,Ay,Az,,
1.39E+12,0.5993,-8.2539,-0.17706,8.277522331,walking
1.39E+12,0.27241,-8.322,0.1362,8.327571173,walking
1.39E+12,0.78998,-8.6217,0.28603,8.662539607,walking
1.39E+12,1.3893,-9.2891,0.64016,9.414209373,walking
1.39E+12,1.471,-10.556,1.2803,10.73462366,walking
1.39E+12,1.2395,-10.828,1.1577,10.96002799,walking
1.39E+12,-0.21793,-12.054,-0.24517,12.0584625,walking
1.39E+12,-1.7025,-13.974,-1.1577,14.12485227,walking
1.39E+12,-3.8546,-12.967,-3.5822,13.99404112,walking
1.39E+12,-3.8954,-11.4,-2.5061,12.30506718,walking
1.39E+12,-2.6287,-13.511,-1.8387,13.88661234,walking
1.39E+12,-2.261,-15.759,-0.20431,15.92168159,walking
1.39E+12,-0.55843,-15.541,-1.0624,15.58727747,walking
1.39E+12,0.43585,-13.307,-2.9011,13.62654011,walking
1.39E+12,3.2553,-10.569,0.6674,11.07908669,walking
1.39E+12,1.9886,-9.5479,3.3915,10.3256572,walking
1.39E+12,0.27241,-11.605,4.2768,12.37098422,walking
1.39E+12,2.1929,-18.851,2.0431,19.087778,walking
1.39E+12,3.4459,-18.578,1.8251,18.98281593,walking
1.39E+12,4.0316,-17.311,1.9068,17.87625257,walking
1.39E+12,3.7047,-15.309,1.3484,15.80849347,walking
1.39E+12,4.0725,-11.863,-0.14982,12.54346329,walking
1.39E+12,3.9363,-9.6432,1.7025,10.55387465,walking
1.39E+12,1.7706,-9.2482,6.0611,11.19826597,walking
1.39E+12,1.7706,-9.2482,6.0611,11.19826597,walking
1.39E+12,1.7706,-9.2482,6.0611,11.19826597,walking
1.39E+12,-1.3484,-1.9341,3.6775,4.368401495,walking
1.39E+12,-0.85808,-2.3427,4.5901,5.224324127,walking
1.39E+12,0.095342,-2.2882,3.514,4.194418355,walking
1.39E+12,-0.040861,-1.9613,2.9148,3.513463583,walking
1.39E+12,0.01362,-0.8717,2.1929,2.359842538,walking
1.39E+12,1.3757,-1.7298,-0.57205,2.282980449,walking
1.39E+12,4.2768,-5.3392,-5.8976,9.032151496,walking
1.39E+12,12.367,-17.025,-15.868,26.35501353,walking
1.39E+12,12.34,-19.45,-16.154,28.13413969,walking
1.39E+12,6.8238,-16.195,-8.6217,19.57488141,walking
1.39E+12,6.8919,-11.005,-5.0531,13.93348952,walking
1.39E+12,7.6683,-9.5887,-4.7399,13.16102749,walking
1.39E+12,6.1836,-15.091,-6.7966,17.66830387,walking
1.39E+12,5.4345,-11.754,7.1507,14.79266091,walking
1.39E+12,0.58567,8.7034,12.708,15.41380696,walking
1.39E+12,0.58567,7.4095,9.6432,12.17517991,walking
1.39E+12,2.8467,-13.811,0.47671,14.10938249,walking
1.39E+12,4.0316,-13.906,8.5808,16.83035244,walking
1.39E+12,2.2337,-13.811,8.9622,16.61487784,walking
1.39E+12,-3.8546,-15.119,5.9793,16.70910323,walking
1.39E+12,-4.6173,-16.903,1.6208,17.59709808,walking
1.39E+12,-3.8954,-15.636,0.55843,16.12360013,walking
1.39E+12,-1.9886,-11.073,0.69464,11.27157414,walking
1.39E+12,-0.49033,-8.7579,0.31327,8.777207643,walking
1.39E+12,1.757,-7.7091,-1.2531,8.005468844,walking
1.39E+12,2.4925,-7.3141,-0.64016,7.753606895,walking
1.39E+12,2.4517,-7.0553,-0.44947,7.482654226,walking
1.39E+12,1.3893,-7.355,-0.42223,7.496963229,walking
1.39E+12,0.35413,-7.7772,0.36775,7.793939181,walking
1.39E+12,0.7355,-7.9543,0.35413,7.996077588,walking
1.39E+12,1.6344,-9.5751,0.83084,9.749056286,walking
1.39E+12,1.9205,-10.311,1.3757,10.5781658,walking
1.39E+12,1.6072,-10.828,1.4165,11.037896,walking
1.39E+12,0.5993,-11.414,0.50395,11.44082698,walking
1.39E+12,-2.0703,-14.138,-1.4574,14.3629106,walking
1.39E+12,-4.0044,-13.062,-5.2438,14.63381365,walking
1.39E+12,-3.514,-10.515,-3.051,11.4987835,walking
1.39E+12,-1.5255,-13.579,-2.833,13.95500915,walking
1.39E+12,-1.5255,-14.478,-0.47671,14.56594956,walking
1.39E+12,-0.28603,-15.091,-1.1032,15.13397319,walking
1.39E+12,-0.65378,-13.443,-2.5061,13.69022332,walking
1.39E+12,0.83084,-12.476,1.7979,12.6322332,walking
1.39E+12,0.40861,-12.217,5.0259,13.2167213,walking
1.39E+12,1.076,-14.601,4.7535,15.39294446,walking
1.39E+12,2.8194,-18.401,3.6094,18.96242563,walking
1.39E+12,4.9578,-18.66,2.1929,19.43152571,walking
1.39E+12,5.1349,-15.881,2.2882,16.84663819,walking
1.39E+12,4.0044,-11.918,0.6674,12.59044742,walking
1.39E+12,2.547,-11.182,0.14982,11.46938442,walking
1.39E+12,0.78998,-10.488,2.1248,10.73019047,walking
1.39E+12,-0.7355,-10.746,5.9521,12.30629801,walking
1.39E+12,-1.4438,-6.2245,4.2223,7.65877118,walking
1.39E+12,-1.3076,-4.0861,3.4732,5.519886703,walking
1.39E+12,-1.4165,-1.9341,4.2223,4.855412686,walking
1.39E+12,0.1362,-2.3836,4.413,5.017436437,walking
1.39E+12,0.28603,-2.5742,3.7047,4.520300973,walking
1.39E+12,-0.027241,-2.5879,2.6015,3.669573644,walking
1.39E+12,0.98067,-1.1169,1.6344,2.209172383,walking
1.39E+12,2.0431,-1.4846,-0.24517,2.537400855,walking
1.39E+12,2.942,-2.6015,-1.5119,4.208207203,walking
1.39E+12,10.351,-14.179,-11.7,21.09685384,walking
1.39E+12,13.334,-18.932,-16.508,28.43818285,walking
1.39E+12,6.3743,-19.559,-12.013,23.82222388,walking
1.39E+12,5.6388,-11.291,-8.1858,15.04294081,walking
1.39E+12,5.1894,-4.9442,-6.6331,9.765910178,walking
1.39E+12,3.3778,-11.918,-5.3528,13.49447015,walking
1.39E+12,2.7241,-17.489,-4.3858,18.23516064,walking
1.39E+12,4.2495,-14.424,9.1256,17.58938889,walking
1.39E+12,5.8159,-1.8932,11.019,12.60266877,walking
1.39E+12,2.8603,-2.5334,-0.32689,3.834877928,walking
1.39E+12,2.7377,-9.8475,-1.1169,10.28181517,walking
1.39E+12,2.0703,-11.427,6.7421,13.42826808,walking
1.39E+12,0.1362,-12.721,7.4367,14.73590507,walking
1.39E+12,-2.6423,-14.86,8.2676,17.20914173,walking
1.39E+12,-4.6445,-17.434,0.36775,18.04580218,walking
1.39E+12,-3.8409,-14.669,-1.757,15.2649639,walking
1.39E+12,-2.1793,-10.46,-1.1986,10.75163199,walking
1.39E+12,-1.1577,-8.0769,-1.076,8.230088633,walking
1.39E+12,1.2531,-7.1643,-1.1577,7.364626494,walking
1.39E+12,1.4574,-6.5786,-0.92618,6.801455882,walking
1.39E+12,2.4108,-7.355,-0.57205,7.761135409,walking
1.39E+12,0.081722,-8.2948,0.14982,8.296555403,walking
1.39E+12,0.19068,-7.7636,0.16344,7.767660939,walking
1.39E+12,0.28603,-7.6002,0.12258,7.606568152,walking
1.39E+12,1.9613,-9.0575,0.8717,9.308322342,walking
1.39E+12,1.9341,-10.215,1.1577,10.46074744,walking
1.39E+12,1.4165,-10.542,0.81722,10.66808721,walking
1.39E+12,-1.5391,-13.757,-0.7355,13.86235327,walking
1.39E+12,-2.9829,-14.519,-2.438,15.02141463,walking
1.39E+12,-4.5356,-13.471,-4.1133,14.79725465,walking
1.39E+12,-4.3585,-12.027,-2.2474,12.98830466,walking
1.39E+12,-2.9556,-14.261,-1.2531,14.61786414,walking
1.39E+12,-2.8603,-15.159,-0.095342,15.42678473,walking
1.39E+12,0.65378,-14.982,-0.70826,15.01297387,walking
1.39E+12,-0.28603,-13.348,-2.833,13.64832613,walking
1.39E+12,2.7377,-10.76,-0.7355,11.12715424,walking
1.39E+12,2.5879,-10.093,1.8932,10.59009356,walking
1.39E+12,0.54481,-12,3.4051,12.48565272,walking
1.39E+12,2.152,-18.701,2.1656,18.94857062,walking
1.39E+12,3.2825,-18.347,2.1112,18.75751531,walking
1.39E+12,3.7456,-17.38,2.3699,17.93628572,walking
1.39E+12,4.3177,-12.694,1.7298,13.51933346,walking
1.39E+12,3.8409,-10.569,0.62654,11.26271842,walking
1.39E+12,0.8036,-9.7658,3.9635,10.5700499,walking
1.39E+12,-1.0079,-9.4253,3.8409,10.22764173,walking
1.39E+12,-1.5119,-7.6546,2.7513,8.273354487,walking
1.39E+12,-2.4244,-4.0589,2.2882,5.252451219,walking
1.39E+12,-0.85808,-3.2144,3.6503,4.938963326,walking
1.39E+12,0.068102,-3.5277,4.7671,5.9308134,walking
1.39E+12,0.40861,-3.4868,3.9363,5.274390397,walking
1.39E+12,0.19068,-3.2553,2.7649,4.275278817,walking
1.39E+12,0.92618,-1.4846,1.3484,2.209078793,walking
1.39E+12,1.5936,-2.1112,-0.054481,2.645693591,walking
1.39E+12,2.3836,-2.9556,-1.1032,3.954006899,walking
1.39E+12,5.6661,-8.1177,-7.4776,12.40629857,walking
1.39E+12,14.192,-19.232,-18.279,30.08994066,walking
1.39E+12,7.8862,-19.559,-13.838,25.22373635,walking
1.39E+12,6.4833,-12.898,-8.145,16.57505982,walking
1.39E+12,4.0589,-4.9306,-3.9771,7.523483899,walking
1.39E+12,2.4517,-8.826,-4.304,10.12094486,walking
1.39E+12,1.7298,-14.846,-5.9657,16.09302646,walking
1.39E+12,3.7047,-9.5751,8.7034,13.45943957,walking
1.39E+12,6.7285,3.623,11.632,13.91769612,walking
1.39E+12,6.0611,1.8387,7.9134,10.13605695,walking
1.39E+12,3.0646,-11.359,-2.0158,11.93658677,walking
1.39E+12,2.6832,-11.414,5.6116,12.99880813,walking
1.39E+12,-0.42223,-11.291,7.8317,13.74774469,walking
1.39E+12,-3.9635,-13.797,7.0553,15.99511798,walking
1.39E+12,-5.2166,-16.358,3.3778,17.49876031,walking
1.39E+12,-4.808,-16.903,-2.438,17.74181831,walking
1.39E+12,-2.0431,-9.6704,-0.58567,9.901207155,walking
1.39E+12,-1.7298,-8.1586,0.027241,8.340006239,walking
1.39E+12,-0.24517,-8.6217,0.081722,8.625572312,walking
1.39E+12,1.8387,-7.4912,-1.4029,7.840090786,walking
1.39E+12,2.1248,-7.8998,-0.96704,8.237522773,walking
1.39E+12,0.39499,-7.7772,-0.027241,7.787271603,walking
1.39E+12,0.40861,-7.4503,0.21793,7.46467854,walking
1.39E+12,1.1169,-7.2188,0.28603,7.310290843,walking
1.39E+12,2.3427,-8.6081,0.83084,8.959794864,walking
1.39E+12,1.9205,-10.733,0.8717,10.93825718,walking
1.39E+12,0.55843,-12.095,0.32689,12.11229648,walking
1.39E+12,-0.31327,-13.253,-0.01362,13.25670897,walking
1.39E+12,-5.0259,-12.517,-2.4653,13.711771,walking
1.39E+12,-5.7069,-11.169,-2.7649,12.84367317,walking
1.39E+12,-4.7399,-13.688,-0.68102,14.50144076,walking
1.39E+12,-1.3893,-14.478,-0.081722,14.54473503,walking
1.39E+12,-0.49033,-15.527,-0.01362,15.53474615,walking
1.39E+12,-0.61292,-14.942,-1.9341,15.07911727,walking
1.39E+12,0.77636,-12.217,-2.1929,12.4365041,walking
1.39E+12,1.7706,-11.496,1.6753,11.75158161,walking
1.39E+12,0.72188,-11.427,4.0997,12.16161913,walking
1.39E+12,2.2474,-16.535,2.7241,16.90791982,walking
1.39E+12,2.833,-17.706,2.1248,18.05666359,walking
1.39E+12,3.8954,-17.843,2.1656,18.39121022,walking
1.39E+12,4.2223,-13.879,1.6481,14.60036616,walking
1.39E+12,3.8273,-11.128,0.99429,11.8097088,walking
1.39E+12,4.3177,-10.515,0.8036,11.39532936,walking
1.39E+12,1.0896,-9.616,3.8682,10.42197944,walking
1.39E+12,-1.5391,-9.1665,3.3097,9.866492039,walking
1.39E+12,-2.0022,-8.0769,1.8524,8.525051566,walking
1.39E+12,-1.6208,-2.9965,2.9148,4.483532528,walking
1.39E+12,-1.0079,-2.9829,3.5958,4.779469893,walking
1.39E+12,-0.35413,-3.3097,3.8682,5.103184632,walking
1.39E+12,0.55843,-3.3097,2.9011,4.436478262,walking
1.39E+12,0.01362,-3.1872,2.0839,3.808026858,walking
1.39E+12,0.24517,-2.3699,1.6753,2.91258724,walking
1.39E+12,1.6208,-2.4789,-1.0215,3.132953894,walking
1.39E+12,3.5277,-4.4947,-3.7865,6.854529716,walking
1.39E+12,13.484,-17.897,-17.053,28.15893595,walking
1.39E+12,13.362,-19.382,-16.603,28.80737019,walking
1.39E+12,7.2052,-18.319,-10.924,22.5129839,walking
1.39E+12,6.9464,-13.348,-6.7148,16.47756402,walking
1.39E+12,4.127,-6.279,-3.6911,8.371510569,walking
1.39E+12,2.2746,-10.869,-5.4618,12.37498385,walking
1.39E+12,2.6423,-17.461,-6.96,18.98183,walking
1.39E+12,5.4345,-15.282,5.7886,17.22153316,walking
1.39E+12,3.9908,0.054481,6.1019,7.291271249,walking
1.39E+12,2.656,-3.4732,0.95342,4.475093735,walking
1.39E+12,2.2065,-11.25,0.77636,11.49059951,walking
1.39E+12,0.55843,-11.509,7.6002,13.80333167,walking
1.39E+12,-3.1463,-13.484,8.3629,16.17577065,walking
1.39E+12,-4.5083,-14.547,7.9815,17.19431069,walking
1.39E+12,-3.5277,-15.309,-1.1305,15.75081517,walking
1.39E+12,-2.5879,-14.315,-0.74912,14.56631842,walking
1.39E+12,-1.3757,-10.379,-0.01362,10.469784,walking
1.39E+12,1.3484,-7.3277,-0.57205,7.472657563,walking
1.39E+12,1.3484,-7.3277,-0.57205,7.472657563,walking
1.39E+12,2.2201,-7.2324,-0.7355,7.601145573,walking
1.39E+12,1.4574,-7.7636,-0.64016,7.925105964,walking
1.39E+12,0.027241,-8.6489,-0.23155,8.652041879,walking
1.39E+12,-0.20431,-8.0224,0.095342,8.025567546,walking
1.39E+12,0.38137,-8.6353,0.23155,8.646818176,walking
1.39E+12,1.3757,-9.7249,0.98067,9.870559465,walking
1.39E+12,1.3757,-9.9565,1.3484,10.14113531,walking
1.39E+12,0.85808,-10.746,1.5663,10.89339768,walking
1.39E+12,-0.83084,-12.967,-0.081722,12.99384711,walking
1.39E+12,-2.9556,-14.083,-2.2882,14.57059778,walking
1.39E+12,-4.1678,-11.278,-3.3506,12.48160091,walking
1.39E+12,-4.304,-11.836,-1.6481,12.70163555,walking
1.39E+12,-4.1406,-13.757,-1.7706,14.47531146,walking
1.39E+12,-2.1248,-15.214,-0.84446,15.38485241,walking
1.39E+12,2.4517,-14.833,-1.5255,15.11144838,walking
1.39E+12,-0.14982,-12.858,-2.5334,13.10605683,walking
1.39E+12,0.55843,-11.101,-1.5663,11.22485371,walking
1.39E+12,0.6674,-9.4117,2.2746,9.705633663,walking
1.39E+12,-0.29965,-10.951,3.1327,11.39420907,walking
1.39E+12,0.16344,-15.99,2.9284,16.25676288,walking
1.39E+12,2.1384,-18.279,2.4789,18.5698557,walking
1.39E+12,3.514,-15.609,1.9068,16.1128819,walking
1.39E+12,3.8137,-13.702,2.0294,14.36689166,walking
1.39E+12,3.9227,-11.155,1.1577,11.88115607,walking
1.39E+12,2.656,-10.61,2.1656,11.14972015,walking
1.39E+12,-0.17706,-10.828,3.2144,11.29642871,walking
1.39E+12,-2.2201,-9.1529,2.5879,9.767376763,walking
1.39E+12,-2.1248,-6.3743,1.3757,6.858500275,walking
1.39E+12,-1.4982,-3.5822,2.8058,4.790540024,walking
1.39E+12,0.10896,-3.623,4.5901,5.848676713,walking
1.39E+12,0.25879,-3.623,4.6718,5.917669854,walking
1.39E+12,0.19068,-3.337,3.0782,4.543923756,walking
1.39E+12,0.35413,-1.6889,1.9205,2.581881391,walking
1.39E+12,1.2803,-1.6753,0.40861,2.147733762,walking
1.39E+12,2.0294,-2.1112,-0.8036,3.036676269,walking
1.39E+12,6.7285,-8.322,-8.6353,13.7512473,walking
1.39E+12,13.157,-18.129,-14.764,26.82802613,walking
1.39E+12,9.3027,-19.504,-14.683,26.12540396,walking
1.39E+12,6.7693,-15.5,-8.9894,19.15418322,walking
1.39E+12,3.8273,-6.2245,-5.7614,9.305178961,walking
1.39E+12,5.094,-8.6217,-5.1894,11.27884831,walking
1.39E+12,2.0431,-11.822,-4.6173,12.85509241,walking
1.39E+12,0.19068,-14.751,-2.3699,14.94137831,walking
1.39E+12,8.1858,-6.4016,9.4798,14.06607309,walking
1.39E+12,6.279,-2.6832,6.5378,9.453477248,walking
1.39E+12,2.8194,-6.1292,-0.99429,6.819437045,walking
1.39E+12,2.2882,-11.237,4.2495,12.22964752,walking
1.39E+12,-1.4165,-11.741,8.1858,14.38279788,walking
1.39E+12,-2.9011,-12.367,7.4231,14.71263008,walking
1.39E+12,-5.0804,-15.323,1.2531,16.19182055,walking
1.39E+12,-3.0101,-13.743,-0.081722,14.06902376,walking
1.39E+12,-1.9886,-14.097,-0.50395,14.24548716,walking
1.39E+12,-0.95342,-11.128,0.46309,11.17836509,walking
1.39E+12,1.185,-7.4776,-0.40861,7.581931739,walking
1.39E+12,1.3076,-7.5184,-0.16344,7.633011788,walking
1.39E+12,1.757,-7.2596,-0.65378,7.497750959,walking
1.39E+12,0.70826,-8.0632,-1.3212,8.20136549,walking
1.39E+12,-0.76274,-8.0905,-0.28603,8.131406749,walking
1.39E+12,-0.77636,-7.8862,0.095342,7.924895923,walking
1.39E+12,-0.62654,-7.8726,0.054481,7.897680122,walking
1.39E+12,0.68102,-9.8339,0.64016,9.878217566,walking
1.39E+12,1.1305,-10.106,1.2531,10.24595168,walking
1.39E+12,1.0896,-10.733,0.62654,10.80634395,walking
1.39E+12,-0.027241,-11.822,-0.35413,11.82733419,walking
1.39E+12,-3.1735,-13.661,-3.2553,14.39760401,walking
1.39E+12,-4.3449,-11.741,-3.0646,12.88879398,walking
1.39E+12,-4.5764,-11.836,-1.6753,12.80003762,walking
1.39E+12,-2.9556,-14.628,-0.6674,14.93851994,walking
1.39E+12,0.8036,-14.737,-0.44947,14.76573619,walking
1.39E+12,1.7025,-14.601,-0.61292,14.71269446,walking
1.39E+12,-0.65378,-13.266,-2.5198,13.51900796,walking
1.39E+12,-0.10896,-10.992,-2.4108,11.2537946,walking
1.39E+12,0.64016,-10.052,1.8115,10.23396507,walking
1.39E+12,-0.7355,-12.721,3.8137,13.30071836,walking
1.39E+12,0.44947,-16.739,2.5198,16.93356242,walking
1.39E+12,1.471,-18.02,2.0294,18.19347975,walking
1.39E+12,3.0918,-16.576,2.2201,17.00740566,walking
1.39E+12,3.1735,-13.77,1.471,14.20731654,walking
1.39E+12,2.9011,-12.422,0.12258,12.75686055,walking
1.39E+12,3.6775,-11.128,1.6617,11.8371296,walking
1.39E+12,-1.1577,-10.515,4.127,11.35507038,walking
1.39E+12,-2.4517,-9.112,2.8875,9.867980196,walking
1.39E+12,-2.3155,-4.2223,1.975,5.204803795,walking
1.39E+12,-1.3076,-2.4244,2.6968,3.854901213,walking
1.39E+12,-0.21793,-3.1872,4.0316,5.143883347,walking
1.39E+12,0.34051,-3.3778,3.3506,4.769905687,walking
1.39E+12,0.35413,-3.6366,2.8603,4.640213757,walking
1.39E+12,0.92618,-3.5549,2.0294,4.196854508,walking
1.39E+12,2.0567,-2.2882,0.70826,3.157135784,walking
1.39E+12,2.6423,-3.0101,-0.35413,4.020927674,walking
1.39E+12,5.7069,-8.3629,-6.5786,12.0741369,walking
1.39E+12,11.06,-18.415,-14.261,25.78394745,walking
1.39E+12,10.093,-19.3,-16.018,27.03580909,walking
1.39E+12,6.17,-18.401,-10.379,22.0088469,walking
1.39E+12,4.6718,-10.828,-5.6661,13.08342419,walking
1.39E+12,4.7263,-9.221,-4.808,11.42285501,walking
1.39E+12,2.7649,-10.202,-5.1485,11.75723302,walking
1.39E+12,2.0975,-16.835,-5.6388,17.87771788,walking
1.39E+12,5.7478,-2.438,11.7,13.26163824,walking
1.39E+12,5.884,1.2122,9.616,11.33835706,walking
1.39E+12,4.1542,-3.8137,3.4868,6.630193027,walking
1.39E+12,3.2144,-9.7249,-5.1757,11.47579705,walking
1.39E+12,2.5061,-11.659,5.7342,13.23230395,walking
1.39E+12,-1.5255,-11.645,7.8862,14.14656586,walking
1.39E+12,-5.203,-13.511,4.3858,15.12790705,walking
1.39E+12,-5.3256,-15.159,-0.027241,16.06729717,walking
1.39E+12,-3.2689,-14.192,0.17706,14.56468062,walking
1.39E+12,-2.8603,-12.544,0.74912,12.88776291,walking
1.39E+12,-1.0624,-9.2891,0.78998,9.382970797,walking
1.39E+12,2.0567,-7.1507,-1.185,7.534371266,walking
1.39E+12,1.3484,-7.0962,-0.95342,7.285825053,walking
1.39E+12,0.81722,-7.6819,-1.2531,7.826218483,walking
1.39E+12,0.027241,-7.8589,-1.0896,7.934121214,walking
1.39E+12,-0.84446,-8.0905,-0.27241,8.13901162,walking
1.39E+12,-0.31327,-8.1858,-0.095342,8.192347028,walking
1.39E+12,0.31327,-8.5536,0.068102,8.559605653,walking
1.39E+12,1.1713,-9.8475,1.1441,9.982693261,walking
1.39E+12,0.78998,-10.011,1.471,10.14928719,walking
1.39E+12,0.19068,-11.55,0.57205,11.56572955,walking
1.39E+12,-3.2553,-14.179,-1.2395,14.60059517,walking
1.39E+12,-3.909,-13.116,-2.3155,13.88060796,walking
1.39E+12,-4.6173,-11.06,-2.5334,12.24994591,walking
1.39E+12,-3.623,-14.574,-0.85808,15.04207121,walking
1.39E+12,-0.99429,-15.364,-0.32689,15.39960927,walking
1.39E+12,2.5742,-15.037,-2.0839,15.39741906,walking
1.39E+12,-0.95342,-12.681,-3.5549,13.20432068,walking
1.39E+12,-0.12258,-11.073,-2.8194,11.42695809,walking
1.39E+12,0.40861,-9.3163,0.57205,9.342785935,walking
1.39E+12,-0.9398,-13.062,3.4187,13.53464361,walking
1.39E+12,-0.14982,-14.982,3.3642,15.35580059,walking
1.39E+12,1.866,-18.319,2.7241,18.6141999,walking
1.39E+12,3.4732,-15.377,2.1929,15.91615713,walking
1.39E+12,3.514,-13.198,1.4574,13.73533453,walking
1.39E+12,3.5413,-11.4,0.21793,11.93935924,walking
1.39E+12,4.0044,-9.9973,1.8387,10.92529379,walking
1.39E+12,-1.0896,-10.079,3.3097,10.66431354,walking
1.39E+12,-1.5255,-8.9622,1.1986,9.16977759,walking
1.39E+12,-1.8932,-5.203,1.7706,5.812954464,walking
1.39E+12,-2.0567,-4.3585,2.6015,5.47670881,walking
1.39E+12,-0.64016,-3.8001,4.3858,5.838305103,walking
1.39E+12,0.027241,-3.3506,3.6094,4.924939674,walking
1.39E+12,-0.027241,-3.5413,2.6015,4.39424055,walking
1.39E+12,0.32689,-3.2825,1.6753,3.699769373,walking
1.39E+12,1.6208,-1.7298,-0.24517,2.383130086,walking
1.39E+12,3.4732,-3.3097,-3.4051,5.88319117,walking
1.39E+12,10.283,-12.735,-11.319,19.90075564,walking
1.39E+12,12.667,-19.028,-13.743,26.67185262,walking
1.39E+12,9.793,-19.463,-14.056,25.92840824,walking
1.39E+12,7.5865,-16.099,-8.5263,19.73399541,walking
1.39E+12,5.0395,-6.851,-4.9442,9.837574645,walking
1.39E+12,5.6116,-10.42,-5.9793,13.25965622,walking
1.39E+12,0.61292,-15.568,-5.5026,16.5232231,walking
1.39E+12,1.076,-18.496,-2.2474,18.66308117,walking
1.39E+12,5.1213,-0.027241,9.1256,10.46446516,walking
1.39E+12,2.0839,-2.4244,0.57205,3.247706232,walking
1.39E+12,1.8387,-9.1937,0.24517,9.378968265,walking
1.39E+12,0.72188,-11.795,8.2131,14.39090502,walking
1.39E+12,-1.7843,-11.986,8.0088,14.52545352,walking
1.39E+12,-3.2961,-11.904,6.5241,13.96901471,walking
1.39E+12,-5.1485,-15.541,1.3757,16.42931172,walking
1.39E+12,-4.0861,-15.704,0.054481,16.22697746,walking
1.39E+12,-1.7706,-9.3027,-0.88532,9.510995907,walking
1.39E+12,-0.16344,-7.8317,-1.0079,7.89798075,walking
1.39E+12,-0.16344,-7.8317,-1.0079,7.89798075,walking
1.39E+12,1.9205,-7.0553,-0.7355,7.34891411,walking
1.39E+12,1.1169,-7.5865,-1.6344,7.84051728,walking
1.39E+12,-0.43585,-8.1177,-0.7355,8.162596325,walking
1.39E+12,-0.40861,-8.6081,-0.12258,8.618664258,walking
1.39E+12,-0.40861,-8.8668,-0.027241,8.876251824,walking
1.39E+12,0.99429,-9.3436,0.83084,9.433014824,walking
1.39E+12,1.5119,-9.7794,1.4438,10.00035321,walking
1.39E+12,1.5527,-10.624,1.2939,10.81454717,walking
1.39E+12,-0.35413,-12.667,-0.50395,12.68196604,walking
1.39E+12,-2.0294,-13.28,-1.9886,13.58055206,walking
1.39E+12,-3.7865,-12.898,-4.3721,14.13546054,walking
1.39E+12,-4.9714,-10.569,-2.7922,12.00895332,walking
1.39E+12,-3.5685,-14.07,-2.152,14.67413358,walking
1.39E+12,-0.31327,-14.547,-0.95342,14.58157594,walking
1.39E+12,0.95342,-14.015,-0.61292,14.06075765,walking
