Left_pocket,,,,,
time_stamp,Ax,Ay,Az,,
1.39E+12,0.55843,-3.4187,2.1929,4.099776112,walking
1.39E+12,1.4165,-3.1735,2.2474,4.138644858,walking
1.39E+12,2.547,-3.1872,1.9341,4.51510749,walking
1.39E+12,2.6968,-3.4187,0.91256,4.448933095,walking
1.39E+12,4.1814,-4.3721,-1.471,6.226010389,walking
1.39E+12,4.1814,-9.1665,-6.8919,12.20684701,walking
1.39E+12,2.4653,-14.492,-10.011,17.78527169,walking
1.39E+12,2.4108,-15.677,-11.891,19.82362648,walking
1.39E+12,2.9011,-14.478,-11.496,18.71328088,walking
1.39E+12,2.3836,-11.85,-6.8238,13.88050055,walking
1.39E+12,1.2531,-10.42,-4.1542,11.28733969,walking
1.39E+12,1.8796,-7.3822,-7.3141,10.56057914,walking
1.39E+12,4.8352,-9.0984,-0.40861,10.31149862,walking
1.39E+12,4.9306,-13.28,0.7355,14.1848573,walking
1.39E+12,3.5822,-18.987,-1.3757,19.37087701,walking
1.39E+12,3.228,-7.3686,5.489,9.738858812,walking
1.39E+12,4.018,-3.8001,5.5299,7.820797787,walking
1.39E+12,3.6366,-4.2223,2.9692,6.314176549,walking
1.39E+12,-3.3097,-11.754,5.5026,13.39362673,walking
1.39E+12,-5.6388,-12.599,3.6639,14.28128249,walking
1.39E+12,-6.0611,-11.822,0.91256,13.31650791,walking
1.39E+12,-0.99429,-9.2618,0.24517,9.318243406,walking
1.39E+12,0.7355,-8.6489,0.50395,8.69473387,walking
1.39E+12,1.3076,-8.5127,0.6674,8.638362218,walking
1.39E+12,0.49033,-9.6704,1.3484,9.776259112,walking
1.39E+12,-0.17706,-8.0632,0.96704,8.122912707,walking
1.39E+12,-0.70826,-8.5263,0.50395,8.57049529,walking
1.39E+12,-0.42223,-9.6704,-1.0488,9.736267035,walking
1.39E+12,0.29965,-10.243,-1.2667,10.32537496,walking
1.39E+12,-0.19068,-9.9565,-0.43585,9.967859165,walking
1.39E+12,-0.81722,-9.5751,0.36775,9.616944868,walking
1.39E+12,-1.1441,-9.3436,0.62654,9.43421317,walking
1.39E+12,-0.61292,-10.488,0.8036,10.53658331,walking
1.39E+12,-0.21793,-11.468,0.027241,11.47010286,walking
1.39E+12,0.01362,-12.49,-0.92618,12.52430018,walking
1.39E+12,-0.53119,-12.721,-0.65378,12.74886003,walking
1.39E+12,-1.3212,-12.531,-0.12258,12.60105378,walking
1.39E+12,-0.58567,-12.395,-0.6674,12.42676374,walking
1.39E+12,-0.35413,-12.681,-1.8115,12.81462841,walking
1.39E+12,-0.70826,-13.552,-1.7706,13.68551645,walking
1.39E+12,-2.0294,-15.459,-2.0839,15.73028241,walking
1.39E+12,-2.0294,-15.459,-2.0839,15.73028241,walking
1.39E+12,-2.0294,-15.459,-2.0839,15.73028241,walking
1.39E+12,2.261,-10.542,-1.1577,10.84371497,walking
1.39E+12,2.3291,-13.498,2.0975,13.85713596,walking
1.39E+12,2.9148,-14.206,0.8036,14.52419595,walking
1.39E+12,3.2144,-14.819,-0.96704,15.19441656,walking
1.39E+12,2.9556,-15.187,-0.84446,15.49495573,walking
1.39E+12,2.4517,-16.562,0.5993,16.75320379,walking
1.39E+12,3.3778,-12.885,2.9965,13.65326958,walking
1.39E+12,0.77636,-9.0303,1.6072,9.205006506,walking
1.39E+12,-0.16344,-6.3879,0.81722,6.44203598,walking
1.39E+12,-0.69464,-5.4073,1.3212,5.609544318,walking
1.39E+12,-0.47671,-4.3449,1.4029,4.590592211,walking
1.39E+12,0.40861,-3.6366,1.975,4.158418773,walking
1.39E+12,2.0022,-3.2961,2.5334,4.614238356,walking
1.39E+12,2.5742,-2.9692,2.4108,4.610272326,walking
1.39E+12,3.0237,-2.5742,1.3484,4.193739368,walking
1.39E+12,3.5277,-2.7922,0.50395,4.527141894,walking
1.39E+12,4.127,-5.6116,-2.5742,7.426216345,walking
1.39E+12,1.2803,-14.928,-10.706,18.41474377,walking
1.39E+12,2.7786,-16.44,-14.124,21.85135222,walking
1.39E+12,3.0101,-14.097,-12.435,19.03720925,walking
1.39E+12,2.7922,-11.7,-7.1915,14.01442304,walking
1.39E+12,1.5936,-10.229,-2.9556,10.76603796,walking
1.39E+12,2.438,-7.75,-3.9908,9.05167546,walking
1.39E+12,4.0316,-8.8668,0.19068,9.742191728,walking
1.39E+12,4.3449,-14.424,-0.57205,15.07505135,walking
1.39E+12,4.4402,-19,-1.5119,19.5704169,walking
1.39E+12,2.6423,-6.5105,5.5299,8.941373136,walking
1.39E+12,3.7728,-4.9033,4.3721,7.575726311,walking
1.39E+12,3.0101,-5.3528,2.9011,6.791873899,walking
1.39E+12,-4.1406,-10.951,6.1564,13.22763132,walking
1.39E+12,-5.775,-12.108,1.866,13.54386374,walking
1.39E+12,-4.413,-10.937,-0.040861,11.79382074,walking
1.39E+12,-0.027241,-8.7851,0.83084,8.824342422,walking
1.39E+12,0.8717,-9.2482,0.57205,9.306788132,walking
1.39E+12,1.1713,-9.7249,0.54481,9.810323218,walking
1.39E+12,0.96704,-7.9407,1.1986,8.088666442,walking
1.39E+12,-0.12258,-8.2812,1.1305,8.358907198,walking
1.39E+12,0.095342,-8.4991,1.2258,8.58757105,walking
1.39E+12,0.1362,-10.134,-0.68102,10.15777016,walking
1.39E+12,0.31327,-9.8066,-0.62654,9.831586547,walking
1.39E+12,0.21793,-9.507,-0.12258,9.5102875,walking
1.39E+12,-0.95342,-9.6841,0.47671,9.742589745,walking
1.39E+12,-1.2803,-10.174,0.76274,10.28256857,walking
1.39E+12,-1.2531,-10.937,-0.040861,11.00862835,walking
1.39E+12,-0.38137,-11.278,-1.2939,11.35838476,walking
1.39E+12,-0.43585,-12.149,-0.81722,12.18425274,walking
1.39E+12,-0.65378,-12.34,-0.65378,12.37458915,walking
1.39E+12,-1.2258,-12.272,0.25879,12.33578299,walking
1.39E+12,-0.57205,-12.204,-0.64016,12.23415964,walking
1.39E+12,0.24517,-12.667,-2.6696,12.94757744,walking
1.39E+12,-0.8717,-14.71,-2.5879,14.96132305,walking
1.39E+12,-1.975,-14.819,-2.1793,15.10803543,walking
1.39E+12,-2.5742,-13.184,-1.1577,13.48275309,walking
1.39E+12,-1.5527,-11.182,-0.16344,11.29047005,walking
1.39E+12,1.1577,-11.223,2.2882,11.51224815,walking
1.39E+12,1.7979,-12.381,2.4789,12.75407976,walking
1.39E+12,3.4187,-15.282,-0.44947,15.66617557,walking
1.39E+12,3.5822,-15.732,-1.5936,16.21319036,walking
1.39E+12,3.1327,-16.058,-1.58,16.43683587,walking
1.39E+12,1.5527,-16.29,5.6388,17.30812072,walking
1.39E+12,1.7706,-14.465,3.3097,14.94407453,walking
1.39E+12,-0.61292,-7.4776,0.44947,7.516129055,walking
1.39E+12,-0.040861,-5.7342,1.7843,6.005534593,walking
1.39E+12,-0.58567,-5.5026,2.0431,5.898802736,walking
1.39E+12,-0.47671,-4.9033,1.6617,5.199120137,walking
1.39E+12,0.6674,-3.3506,2.1929,4.059649434,walking
1.39E+12,1.6344,-3.1872,2.3972,4.309997104,walking
1.39E+12,2.7922,-3.4459,1.8387,4.801189992,walking
1.39E+12,3.1191,-2.8875,1.3484,4.459217826,walking
1.39E+12,3.9227,-2.9965,0.12258,4.937774134,walking
1.39E+12,4.0861,-8.3629,-4.3721,10.2834609,walking
1.39E+12,2.0022,-13.552,-7.0962,15.42794747,walking
1.39E+12,2.2201,-18.51,-12.694,22.55408123,walking
1.39E+12,2.9284,-16.29,-12.136,20.52369661,walking
1.39E+12,2.7104,-13.184,-9.8066,16.65333383,walking
1.39E+12,-0.28603,-9.4934,-4.413,10.47287094,walking
1.39E+12,1.6344,-7.8045,-7.3005,10.81104916,walking
1.39E+12,2.942,-10.61,-6.0883,12.58152856,walking
1.39E+12,2.3427,-14.247,-1.1713,14.48575838,walking
1.39E+12,2.9011,-12.572,2.5742,13.156674,walking
1.39E+12,5.993,-7.464,4.5901,10.61585432,walking
1.39E+12,4.3177,-5.2438,3.623,7.698447943,walking
1.39E+12,1.1986,-8.8532,3.8682,9.735438534,walking
1.39E+12,-2.1248,-12.095,4.985,13.25345333,walking
1.39E+12,-4.413,-11.645,1.2803,12.51877638,walking
1.39E+12,-2.0567,-9.7385,-0.29965,9.957820407,walking
1.39E+12,-0.89894,-8.3084,0.027241,8.356933993,walking
1.39E+12,0.24517,-9.3436,1.1305,9.41493492,walking
1.39E+12,-0.12258,-9.9156,0.54481,9.931312459,walking
1.39E+12,-1.4029,-10.297,0.19068,10.39387783,walking
1.39E+12,-1.1169,-8.7034,-0.14982,8.776051686,walking
1.39E+12,-0.88532,-8.9758,0.21793,9.021988175,walking
1.39E+12,0.095342,-9.3844,-0.24517,9.388086162,walking
1.39E+12,1.2667,-9.2482,0.040861,9.334634527,walking
1.39E+12,0.69464,-9.1801,0.39499,9.214812957,walking
1.39E+12,0.054481,-9.4389,0.1362,9.440039821,walking
1.39E+12,-0.57205,-11.387,-0.76274,11.42684482,walking
1.39E+12,-1.2122,-11.25,-0.8036,11.34361943,walking
1.39E+12,-0.8717,-10.583,-0.7355,10.64428063,walking
1.39E+12,-0.20431,-11.931,-0.57205,11.94645323,walking
1.39E+12,-1.1577,-11.795,-0.36775,11.85738312,walking
1.39E+12,-2.1112,-11.645,0.55843,11.84799707,walking
1.39E+12,-2.0975,-11.795,0.35413,11.98528011,walking
1.39E+12,-0.70826,-12.98,-1.6072,13.09828707,walking
1.39E+12,-0.88532,-15.119,-1.8932,15.26277035,walking
1.39E+12,-1.975,-14.315,-0.89894,14.47853387,walking
1.39E+12,-1.3212,-13.362,-0.44947,13.43468037,walking
1.39E+12,1.4438,-11.986,-0.74912,12.09586438,walking
1.39E+12,1.9886,-10.433,2.9284,11.01714779,walking
1.39E+12,2.152,-11.986,3.3097,12.61940625,walking
1.39E+12,5.1485,-14.587,-0.40861,15.47432013,walking
1.39E+12,5.6252,-15.064,-1.6208,16.16149633,walking
1.39E+12,3.7456,-15.214,-1.5391,15.74370173,walking
1.39E+12,1.7025,-16.154,4.8216,16.94396792,walking
1.39E+12,-0.8036,-10.542,1.4846,10.67630901,walking
1.39E+12,-0.21793,-6.6467,0.53119,6.671452405,walking
1.39E+12,0.78998,-5.6933,2.0294,6.095588376,walking
1.39E+12,0.6674,-5.0395,1.866,5.415158263,walking
1.39E+12,0.40861,-4.1542,1.2258,4.350508638,walking
1.39E+12,0.99429,-3.5685,1.6617,4.060055633,walking
1.39E+12,2.0703,-2.8058,1.9068,3.974234765,walking
1.39E+12,2.0839,-3.1872,1.0624,3.953425959,walking
1.39E+12,2.1929,-3.1872,0.62654,3.919133402,walking
1.39E+12,3.0782,-3.6503,-1.9341,5.151771359,walking
1.39E+12,3.514,-8.5127,-5.8023,10.88489516,walking
1.39E+12,1.8524,-14.955,-9.2755,17.69514936,walking
1.39E+12,2.9692,-16.263,-11.196,19.96626489,walking
1.39E+12,2.8603,-13.797,-9.8339,17.18266901,walking
1.39E+12,2.261,-12.149,-7.3822,14.39469343,walking
1.39E+12,0.76274,-9.8203,-5.0668,11.07666586,walking
1.39E+12,2.9556,-7.1643,-7.7091,10.93128486,walking
1.39E+12,4.3858,-8.5808,-5.7478,11.22063167,walking
1.39E+12,4.8352,-12.83,-0.095342,13.71120524,walking
1.39E+12,2.3563,-16.576,-0.027241,16.74266012,walking
1.39E+12,4.304,-7.9951,4.3858,10.08371368,walking
1.39E+12,4.3721,-4.5764,5.203,8.193284102,walking
1.39E+12,2.8058,-6.8919,2.6015,7.882804165,walking
1.39E+12,0.5993,-8.9486,3.337,9.569334953,walking
1.39E+12,-4.9442,-11.686,3.8682,13.26539411,walking
1.39E+12,-4.6718,-11.005,0.57205,11.9692515,walking
1.39E+12,-1.0896,-9.0848,1.0624,9.211379536,walking
1.39E+12,0.1362,-9.112,1.4165,9.222449061,walking
1.39E+12,0.50395,-9.7385,0.40861,9.760087601,walking
1.39E+12,0.7355,-9.6977,0.64016,9.746596861,walking
1.39E+12,0.44947,-8.2131,1.3484,8.335179509,walking
1.39E+12,0.57205,-7.9679,1.58,8.143161033,walking
1.39E+12,-0.095342,-9.2074,0.95342,9.257122369,walking
1.39E+12,0.54481,-9.902,-0.44947,9.927156955,walking
1.39E+12,0.62654,-9.8339,-0.31327,9.858817357,walking
1.39E+12,-0.35413,-9.9837,0.12258,9.990730684,walking
1.39E+12,-1.0896,-10.815,0.27241,10.87316239,walking
