Left_pocket,,,,,
time_stamp,Ax,Ay,Az,,
1.39E+12,6.7693,-19.123,1.5255,20.34305045,walking
1.39E+12,7.2596,-19.477,4.5628,21.28084738,walking
1.39E+12,3.6366,-3.4459,3.1327,5.908713537,walking
1.39E+12,4.018,-0.99429,2.0567,4.622007301,walking
1.39E+12,2.9965,-2.1248,1.362,3.917758452,walking
1.39E+12,1.3484,-4.6037,2.2882,5.314893742,walking
1.39E+12,-5.6661,-18.837,7.1098,20.91617829,walking
1.39E+12,-4.4402,-16.058,1.7843,16.75584873,walking
1.39E+12,-1.6344,-11.414,-1.7298,11.65945399,walking
1.39E+12,5.9657,-5.5707,-1.4438,8.288958524,walking
1.39E+12,5.9249,-4.699,-0.77636,7.60182714,walking
1.39E+12,2.7377,-7.1507,0.62654,7.682451702,walking
1.39E+12,-1.9477,-10.924,1.7025,11.22612211,walking
1.39E+12,-0.01362,-9.0031,0.27241,9.007230558,walking
1.39E+12,2.0294,-7.9951,-0.39499,8.258093331,walking
1.39E+12,2.0703,-8.1177,-0.76274,8.41219161,walking
1.39E+12,0.74912,-9.1256,-0.39499,9.164811686,walking
1.39E+12,0.095342,-9.8611,-0.19068,9.863404188,walking
1.39E+12,0.7355,-10.229,-2.0294,10.45427499,walking
1.39E+12,2.6832,-11.237,-1.7298,11.68169248,walking
1.39E+12,2.6015,-12.122,-0.88532,12.42958076,walking
1.39E+12,-1.0079,-13.116,-0.027241,13.15469728,walking
1.39E+12,-1.4165,-13.089,-0.46309,13.17356617,walking
1.39E+12,0.17706,-12.354,-2.1112,12.53434608,walking
1.39E+12,2.1112,-12.994,-3.9227,13.73640334,walking
1.39E+12,1.7706,-13.239,-3.1599,13.72556423,walking
1.39E+12,0.55843,-12.708,0.10896,12.72073034,walking
1.39E+12,2.7513,-17.203,3.3915,17.74866567,walking
1.39E+12,5.4481,-16.385,1.2395,17.31145225,walking
1.39E+12,5.8976,-16.113,-0.7355,17.17414962,walking
1.39E+12,6.1155,-14.778,-1.2803,16.04455647,walking
1.39E+12,6.1155,-12.939,-0.65378,14.32635646,walking
1.39E+12,4.304,-10.12,0.89894,11.03389818,walking
1.39E+12,2.8194,-8.8532,0.32689,9.297043814,walking
1.39E+12,-0.8036,-6.9464,0.39499,7.003874858,walking
1.39E+12,-0.96704,-5.1213,1.6617,5.470294959,walking
1.39E+12,-0.70826,-3.6366,2.9284,4.722501281,walking
1.39E+12,0.96704,-3.1191,2.6696,4.21790414,walking
1.39E+12,2.9556,-3.7184,1.9613,5.138946158,walking
1.39E+12,4.0452,-4.1814,1.5663,6.025034829,walking
1.39E+12,4.5628,-3.7728,-0.35413,5.931152648,walking
1.39E+12,3.8682,-4.5628,-2.547,6.501486298,walking
1.39E+12,3.4732,-5.7614,-3.9635,7.808084301,walking
1.39E+12,2.9011,-9.221,-5.3119,11.02993671,walking
1.39E+12,3.6775,-15.091,-5.8023,16.58098225,walking
1.39E+12,6.17,-17.162,-7.9134,19.88026769,walking
1.39E+12,7.1371,-15.473,-8.6081,19.09060793,walking
1.39E+12,5.1485,-9.9156,-8.5536,14.07090077,walking
1.39E+12,5.4345,-15.146,-5.6933,17.06894171,walking
1.39E+12,7.4912,-19.382,3.8954,21.14128999,walking
1.39E+12,4.6718,-9.9837,3.1327,11.45922293,walking
1.39E+12,4.2223,-3.514,2.833,6.180768746,walking
1.39E+12,3.6775,-1.7706,2.5061,4.789526889,walking
1.39E+12,0.89894,-6.0611,3.0782,6.857138002,walking
1.39E+12,-5.5707,-16.276,6.7421,18.4769258,walking
1.39E+12,-7.1098,-18.769,5.993,20.94613726,walking
1.39E+12,-0.81722,-9.8884,-1.9341,10.10885977,walking
1.39E+12,3.8682,-7.1507,-2.5198,8.511455444,walking
1.39E+12,6.5922,-5.6388,-1.7025,8.840343462,walking
1.39E+12,3.623,-8.2812,0.5993,9.058894134,walking
1.39E+12,0.095342,-10.924,2.152,11.13435989,walking
1.39E+12,-1.6072,-10.924,1.8251,11.19141894,walking
1.39E+12,1.6072,-8.1586,-0.36775,8.323526047,walking
1.39E+12,2.1248,-7.9951,-0.61292,8.295304092,walking
1.39E+12,1.9341,-8.2403,-0.62654,8.487392961,walking
1.39E+12,0.74912,-9.8066,-0.054481,9.835321678,walking
1.39E+12,-0.24517,-10.583,-0.46309,10.59596384,walking
1.39E+12,1.0624,-10.76,-2.3427,11.06320645,walking
1.39E+12,2.4517,-12,-1.3076,12.31749368,walking
1.39E+12,2.4517,-12.572,-0.72188,12.82915148,walking
1.39E+12,-1.1577,-12.776,-0.28603,12.83153375,walking
1.39E+12,-1.0896,-12.817,-0.70826,12.88271514,walking
1.39E+12,1.0215,-13.362,-2.2474,13.58813133,walking
1.39E+12,0.57205,-13.171,-2.0839,13.34710161,walking
1.39E+12,-0.47671,-13.225,1.4029,13.30774233,walking
1.39E+12,3.2008,-16.93,2.6696,17.43550357,walking
1.39E+12,6.1836,-14.642,1.7298,15.98803556,walking
1.39E+12,6.5105,-14.696,0.95342,16.10180226,walking
1.39E+12,6.3607,-15.418,-0.50395,16.68613778,walking
1.39E+12,6.1836,-13.852,-1.0896,15.20861733,walking
1.39E+12,4.985,-11.359,1.076,12.45130041,walking
1.39E+12,1.7298,-9.2891,1.1986,9.524506749,walking
1.39E+12,-0.8717,-8.2131,1.1169,8.334406884,walking
1.39E+12,-1.2258,-6.9191,0.57205,7.050090188,walking
1.39E+12,0.32689,-3.4732,1.7706,3.912160486,walking
1.39E+12,1.3757,-2.656,1.5255,3.35768324,walking
1.39E+12,2.3972,-3.7184,1.3757,4.633100138,walking
1.39E+12,3.3097,-4.5901,1.7162,5.913414795,walking
1.39E+12,3.5685,-3.8409,1.7298,5.52077106,walking
1.39E+12,3.337,-3.9499,-1.9341,5.520690339,walking
1.39E+12,3.0918,-5.3937,-4.1406,7.469658311,walking
1.39E+12,2.9556,-7.6683,-5.0668,9.654577075,walking
1.39E+12,2.9556,-10.433,-4.9033,11.90064751,walking
1.39E+12,4.8625,-16.222,-7.0281,18.33552235,walking
1.39E+12,5.7886,-14.233,-8.3084,17.46756106,walking
1.39E+12,4.7263,-10.406,-8.5127,14.25092309,walking
1.39E+12,4.3994,-15.023,-4.8216,16.37965433,walking
1.39E+12,4.6445,-17.42,0.44947,18.03412885,walking
1.39E+12,7.0009,-19.068,5.489,21.04115838,walking
1.39E+12,5.5707,-3.9635,2.3155,7.218280335,walking
1.39E+12,5.0395,-1.9613,1.8796,5.725046209,walking
1.39E+12,4.3177,-2.0839,1.3076,4.969405423,walking
1.39E+12,1.4438,-4.3721,1.5391,4.854754954,walking
1.39E+12,-3.0237,-10.542,4.808,11.9746979,walking
1.39E+12,-3.1054,-12.395,-0.40861,12.78461952,walking
1.39E+12,2.1929,-9.0167,-3.3778,9.875182132,walking
1.39E+12,6.279,-6.2654,-2.7649,9.291165168,walking
1.39E+12,4.7671,-6.1428,0.69464,7.806520286,walking
1.39E+12,1.7979,-9.9565,1.3484,10.20698385,walking
1.39E+12,-0.81722,-11.482,1.7843,11.64851488,walking
1.39E+12,-0.7355,-9.8339,0.54481,9.876404578,walking
1.39E+12,1.866,-7.8453,-0.85808,8.109684912,walking
1.39E+12,1.3757,-8.4719,-1.1169,8.65523574,walking
1.39E+12,0.32689,-10.283,-0.19068,10.28996137,walking
1.39E+12,-0.21793,-10.801,0.068102,10.803413,walking
1.39E+12,-0.32689,-10.324,-1.362,10.41858326,walking
1.39E+12,2.8603,-12.054,-1.5391,12.48395213,walking
1.39E+12,2.4789,-12.381,-0.47671,12.63571757,walking
1.39E+12,1.1169,-12.544,-0.47671,12.60264472,walking
1.39E+12,-1.3484,-12.449,-0.61292,12.536804,walking
1.39E+12,0.35413,-12.027,-2.4108,12.27135256,walking
1.39E+12,1.0896,-12.367,-3.0373,12.78104489,walking
1.39E+12,-0.32689,-12.476,-0.58567,12.49401626,walking
1.39E+12,-0.19068,-13.729,0.9398,13.76244978,walking
1.39E+12,2.8875,-16.876,2.9829,17.37914626,walking
1.39E+12,6.8374,-15.282,0.1362,16.74240464,walking
1.39E+12,6.6467,-15.418,-0.74912,16.80638348,walking
1.39E+12,6.2109,-15.323,-0.7355,16.55024375,walking
1.39E+12,5.5162,-12.844,-0.38137,13.98364193,walking
1.39E+12,4.3858,-10.951,1.866,11.94326583,walking
1.39E+12,1.4165,-9.1393,0.51757,9.262891311,walking
1.39E+12,-0.55843,-8.7579,0.7355,8.80645313,walking
1.39E+12,-0.76274,-7.1915,0.91256,7.289184475,walking
1.39E+12,-0.10896,-3.4868,2.7786,4.459850276,walking
1.39E+12,1.7979,-2.9965,2.4789,4.284437171,walking
1.39E+12,3.0918,-3.1191,1.8387,4.761179448,walking
1.39E+12,3.4459,-3.2416,1.362,4.923133288,walking
1.39E+12,3.4596,-3.2825,0.25879,4.776045506,walking
1.39E+12,3.1327,-3.9227,-1.3893,5.208794397,walking
1.39E+12,2.5742,-7.8589,-4.5492,9.438433953,walking
1.39E+12,2.2882,-10.774,-3.732,11.62939204,walking
1.39E+12,3.1054,-13.729,-3.8001,14.57977058,walking
1.39E+12,5.8159,-17.134,-7.6002,19.62553665,walking
1.39E+12,4.5356,-12.449,-9.8884,16.5326865,walking
1.39E+12,2.547,-7.8998,-9.398,12.53859853,walking
1.39E+12,2.7649,-8.8805,-5.8023,10.96241933,walking
1.39E+12,5.8295,-17.284,0.83084,18.25951865,walking
1.39E+12,7.0145,-17.284,5.6388,19.4868143,walking
1.39E+12,6.4697,-11.523,5.5026,14.3148578,walking
1.39E+12,5.0395,-4.127,0.76274,6.558236162,walking
1.39E+12,3.9635,-3.8954,-1.3212,5.71218372,walking
1.39E+12,2.547,-5.5026,-0.095342,6.064231679,walking
1.39E+12,-4.699,-16.126,7.0417,18.21301776,walking
1.39E+12,-5.6252,-15.323,4.5356,16.94133618,walking
1.39E+12,-3.3778,-11.686,1.1713,12.22064125,walking
1.39E+12,4.6037,-6.851,-2.0839,8.513101309,walking
1.39E+12,5.8567,-5.7614,-1.2531,8.310530937,walking
1.39E+12,4.9306,-6.8919,0.46309,8.486669212,walking
1.39E+12,0.38137,-10.896,1.58,11.01656294,walking
1.39E+12,-0.23155,-9.6977,1.2258,9.77760637,walking
1.39E+12,0.47671,-8.826,0.57205,8.857356808,walking
1.39E+12,1.3757,-8.3357,-0.24517,8.452014749,walking
1.39E+12,1.1986,-8.7306,-0.57205,8.831039549,walking
1.39E+12,-0.28603,-9.9701,-0.88532,10.01341593,walking
1.39E+12,-0.24517,-10.188,-1.7298,10.3367142,walking
1.39E+12,1.6889,-11.346,-1.7025,11.59666355,walking
1.39E+12,2.1384,-12.054,-1.4438,12.32705273,walking
1.39E+12,-0.23155,-12.531,-0.88532,12.56436898,walking
1.39E+12,-1.4165,-12.708,-1.1577,12.83900329,walking
1.39E+12,-1.2258,-12.572,-1.5391,12.72503825,walking
1.39E+12,0.99429,-12.694,-3.4596,13.19450949,walking
1.39E+12,0.76274,-13.089,-2.9284,13.43425546,walking
1.39E+12,0.64016,-16.862,2.3155,17.03227492,walking
1.39E+12,2.5198,-18.047,3.5413,18.56298486,walking
1.39E+12,7.0962,-15.418,0.32689,16.97579558,walking
1.39E+12,6.5786,-15.541,-0.61292,16.88716465,walking
1.39E+12,6.2517,-14.833,-0.7355,16.11342925,walking
1.39E+12,5.8023,-13.879,-0.95342,15.07323243,walking
1.39E+12,4.3449,-10.515,1.9341,11.54054261,walking
1.39E+12,2.4244,-9.0167,0.32689,9.342668319,walking
1.39E+12,-0.58567,-7.9543,0.5993,7.998315968,walking
1.39E+12,-0.68102,-5.8976,1.9613,6.252373285,walking
1.39E+12,-0.12258,-4.4266,2.942,5.316500486,walking
1.39E+12,2.2201,-2.9556,2.3427,4.376375059,walking
1.39E+12,3.3097,-3.4459,1.7706,5.095425915,walking
1.39E+12,3.623,-3.3097,1.757,5.212225253,walking
1.39E+12,3.8818,-2.9011,1.1577,4.982471449,walking
1.39E+12,3.4187,-4.2223,-3.0918,6.250964263,walking
1.39E+12,2.8467,-6.7285,-4.9578,8.829280491,walking
1.39E+12,2.0431,-9.8748,-5.1894,11.34089084,walking
1.39E+12,4.6854,-16.889,-7.069,18.89873158,walking
1.39E+12,7.4095,-17.053,-8.9077,20.61680428,walking
1.39E+12,7.0009,-11.713,-8.5536,16.10500055,walking
1.39E+12,4.7399,-10.052,-7.5321,13.42541941,walking
1.39E+12,4.5628,-16.753,-3.9499,17.80684876,walking
1.39E+12,6.3062,-19.477,4.6582,20.99572611,walking
1.39E+12,5.1076,-13.648,4.8625,15.36227158,walking
1.39E+12,5.4754,-1.866,2.7513,6.405592311,walking
1.39E+12,3.8954,-2.656,1.3484,4.903739361,walking
1.39E+12,0.8036,-7.1371,3.2961,7.902420172,walking
1.39E+12,-3.5549,-13.239,6.4288,15.14060449,walking
1.39E+12,-5.4073,-15.909,2.5198,16.99072001,walking
1.39E+12,-2.3699,-11.359,-0.29965,11.60745869,walking
1.39E+12,5.5571,-6.5241,-1.9205,8.782571461,walking
1.39E+12,6.6331,-5.3392,-1.5119,8.648174019,walking
1.39E+12,5.6661,-5.5435,-0.53119,7.944636195,walking
1.39E+12,-0.040861,-10.937,1.3212,11.01658786,walking
1.39E+12,-0.21793,-9.2346,0.28603,9.241598553,walking
1.39E+12,0.99429,-8.1177,-0.25879,8.182459175,walking
1.39E+12,1.3212,-8.3493,-0.61292,8.475379098,walking
1.39E+12,1.1441,-9.2074,-0.88532,9.320352519,walking
1.39E+12,0.76274,-10.025,-0.42223,10.06283635,walking
1.39E+12,-0.78998,-10.896,-0.85808,10.95824738,walking
1.39E+12,0.70826,-10.91,-2.152,11.14274815,walking
1.39E+12,3.3097,-12.149,-0.89894,12.62380324,walking
1.39E+12,1.4029,-12.708,-0.14982,12.78607987,walking
1.39E+12,-2.0839,-12.626,-0.24517,12.79916495,walking
1.39E+12,-2.2065,-12.572,-0.95342,12.79972015,walking
1.39E+12,-0.54481,-13.375,-2.5742,13.63135901,walking
1.39E+12,-0.76274,-12.994,-2.3836,13.23281366,walking
1.39E+12,0.31327,-16.004,1.4846,16.0757641,walking
1.39E+12,4.699,-16.508,2.547,17.35171098,walking
1.39E+12,7.246,-14.737,1.6072,16.50050838,walking
1.39E+12,7.246,-14.342,0.6674,16.08237864,walking
1.39E+12,5.8023,-15.228,-0.12258,16.29643198,walking
1.39E+12,5.7069,-13.593,-0.44947,14.74925015,walking
1.39E+12,5.1485,-11.686,0.21793,12.77173214,walking
1.39E+12,3.4596,-10.215,1.2531,10.85750048,walking
1.39E+12,1.0896,-9.4661,1.2667,9.612429779,walking
1.39E+12,-0.47671,-7.5457,0.70826,7.593844424,walking
1.39E+12,-0.068102,-3.8954,2.1248,4.437742003,walking
1.39E+12,0.88532,-3.1872,2.0022,3.866631633,walking
1.39E+12,1.8115,-3.1872,2.1793,4.264870992,walking
1.39E+12,3.3506,-3.8001,1.6072,5.315107921,walking
1.39E+12,3.6366,-3.1463,1.2258,4.962524447,walking
1.39E+12,3.4732,-3.2825,-0.027241,4.77898175,walking
1.39E+12,2.7377,-6.0747,-4.1133,7.830467309,walking
1.39E+12,2.3018,-7.6274,-4.6582,9.228994595,walking
1.39E+12,3.3778,-13.116,-4.9714,14.42753641,walking
1.39E+12,4.9033,-15.609,-7.5321,18.01154525,walking
1.39E+12,6.4016,-15.636,-8.7851,19.04318672,walking
1.39E+12,5.2847,-11.673,-8.3493,15.29371745,walking
1.39E+12,4.3858,-13.225,-5.8159,15.09836281,walking
1.39E+12,5.0531,-17.897,-1.866,18.69006112,walking
1.39E+12,6.5514,-17.87,4.9169,19.65791565,walking
1.39E+12,5.993,-5.8295,3.1327,8.928209705,walking
1.39E+12,5.9112,-2.833,2.4517,6.998500363,walking
1.39E+12,3.7592,-3.5413,0.31327,5.174024393,walking
1.39E+12,-3.2144,-11.959,6.4833,13.97795505,walking
1.39E+12,-6.17,-17.543,8.3357,20.37914727,walking
1.39E+12,-4.1542,-14.669,1.4165,15.31154502,walking
1.39E+12,0.23155,-10.188,-2.2474,10.43550507,walking
1.39E+12,5.2983,-6.0066,-2.0294,8.262547477,walking
1.39E+12,5.7614,-4.5764,-0.39499,7.36839087,walking
1.39E+12,2.4925,-9.0439,0.84446,9.419012483,walking
1.39E+12,-1.0896,-11.223,1.4438,11.3678281,walking
1.39E+12,1.1577,-8.5672,-0.8036,8.682335981,walking
1.39E+12,2.1248,-7.927,-1.2122,8.295874449,walking
1.39E+12,1.362,-8.4038,-0.91256,8.562223087,walking
1.39E+12,1.0079,-9.1256,-0.29965,9.185979964,walking
1.39E+12,0.28603,-10.188,0.054481,10.19215999,walking
1.39E+12,-0.5993,-10.597,-1.7979,10.76512953,walking
1.39E+12,1.2803,-11.182,-1.866,11.40869178,walking
1.39E+12,2.7786,-12.286,-0.76274,12.6193576,walking
1.39E+12,-0.47671,-12.653,-0.17706,12.6632149,walking
1.39E+12,-1.2122,-12.326,-0.5993,12.39995425,walking
1.39E+12,-0.78998,-12.108,-1.1986,12.1928001,walking
1.39E+12,0.40861,-12.258,-3.2825,12.69646929,walking
1.39E+12,0.70826,-12.885,-2.8603,13.21764629,walking
1.39E+12,1.58,-14.901,1.3212,15.042665,walking
1.39E+12,3.1054,-16.644,2.4108,17.10199409,walking
1.39E+12,6.4833,-15.445,0.39499,16.75521474,walking
1.39E+12,6.3198,-15.854,-0.99429,17.09613408,walking
1.39E+12,5.7478,-15.554,-1.2803,16.63139468,walking
1.39E+12,5.4754,-13.961,-0.76274,15.01570173,walking
1.39E+12,4.4266,-10.896,1.7706,11.89338589,walking
1.39E+12,3.0918,-9.6977,0.14982,10.17973765,walking
1.39E+12,0.16344,-8.8668,0.31327,8.873837556,walking
1.39E+12,-0.77636,-5.8023,1.4574,6.03269715,walking
1.39E+12,-0.42223,-3.0373,3.1463,4.393480756,walking
1.39E+12,0.61292,-2.5742,3.1191,4.090349787,walking
1.39E+12,2.3291,-2.9011,2.3427,4.39651354,walking
1.39E+12,3.5413,-3.6366,1.9341,5.431980123,walking
1.39E+12,4.2495,-3.5413,1.0215,5.625168281,walking
1.39E+12,4.0044,-4.5356,-2.6015,6.585946323,walking
1.39E+12,3.3234,-6.5105,-4.6854,8.682428864,walking
1.39E+12,2.6423,-9.4253,-4.985,10.9849103,walking
1.39E+12,3.9635,-15.609,-6.1155,17.22642022,walking
1.39E+12,6.8919,-16.549,-8.1858,19.70723238,walking
1.39E+12,7.1507,-13.552,-8.0496,17.30853185,walking
1.39E+12,4.2904,-9.6023,-7.4095,12.86516178,walking
1.39E+12,4.9578,-14.288,-5.5299,16.1029972,walking
1.39E+12,5.7342,-17.257,-0.99429,18.21191125,walking
1.39E+12,4.9578,-14.506,3.732,15.77756765,walking
1.39E+12,4.3177,-5.4481,3.4732,7.770935924,walking
1.39E+12,4.9987,-2.3836,3.2553,6.423825086,walking
1.39E+12,3.3778,-3.6094,2.2065,5.413496416,walking
1.39E+12,-0.44947,-11.032,3.0646,11.45856974,walking
1.39E+12,-6.8238,-18.319,6.3198,20.5448261,walking
1.39E+12,-3.8682,-11.496,-1.2122,12.18976686,walking
1.39E+12,0.69464,-7.5457,-1.7162,7.769520941,walking
1.39E+12,4.9033,-5.7069,-1.2258,7.623230558,walking
1.39E+12,2.5742,-8.8668,0.84446,9.271448677,walking
1.39E+12,0.47671,-11.182,1.0624,11.24246726,walking
1.39E+12,-0.027241,-11.019,0.72188,11.04265429,walking
1.39E+12,2.5334,-7.9134,-0.96704,8.365116944,walking
1.39E+12,2.4789,-7.75,-0.64016,8.16193911,walking
1.39E+12,1.7025,-8.4038,-0.24517,8.578022442,walking
1.39E+12,1.0624,-9.4253,0.14982,9.486169927,walking
1.39E+12,-0.88532,-10.678,-1.4165,10.80786509,walking
1.39E+12,-0.027241,-10.447,-2.2474,10.68603565,walking
1.39E+12,1.7298,-12.177,-0.98067,12.33828394,walking
1.39E+12,1.4165,-12.572,-0.68102,12.66986363,walking
1.39E+12,-0.88532,-12.476,-0.44947,12.51544609,walking
1.39E+12,-1.3484,-12.531,-0.89894,12.63535661,walking
1.39E+12,0.081722,-12.967,-2.5879,13.2229722,walking
1.39E+12,0.6674,-13.266,-2.7377,13.56197552,walking
1.39E+12,0.25879,-12.994,-0.57205,13.00916021,walking
1.39E+12,3.4187,-16.835,2.7377,17.3953941,walking
1.39E+12,6.2517,-15.772,2.3427,17.12682049,walking
1.39E+12,6.5786,-15.445,-0.61292,16.7988593,walking
1.39E+12,5.9112,-15.323,-0.85808,16.4460608,walking
1.39E+12,5.8976,-14.206,-0.89894,15.40779721,walking
1.39E+12,5.5571,-12.735,-0.31327,13.89819138,walking
1.39E+12,3.7728,-10.338,0.027241,11.0049537,walking
1.39E+12,0.38137,-9.3299,0.31327,9.342944674,walking
1.39E+12,-1.2667,-6.9464,0.84446,7.111266733,walking
1.39E+12,-0.54481,-4.5764,2.5879,5.28559186,walking
1.39E+12,0.64016,-2.7513,3.0918,4.187921174,walking
1.39E+12,2.2474,-2.5061,2.3427,4.101169011,walking
1.39E+12,3.2144,-2.7513,1.7706,4.586615682,walking
1.39E+12,3.6775,-3.1872,1.3484,5.049795308,walking
1.39E+12,3.4868,-3.5413,0.095342,4.970681043,walking
1.39E+12,2.9965,-4.4402,-1.9886,5.713923193,walking
1.39E+12,2.152,-9.4525,-5.1894,10.99594164,walking
1.39E+12,2.3427,-11.237,-4.7807,12.43436789,walking
1.39E+12,3.5004,-14.424,-8.1858,16.95027722,walking
1.39E+12,6.3879,-15.732,-8.7715,19.11126115,walking
1.39E+12,4.7263,-9.9973,-8.2131,13.77457551,walking
1.39E+12,4.6718,-10.501,-7.7636,13.86975851,walking
1.39E+12,6.2517,-17.271,-2.6968,18.56458791,walking
1.39E+12,7.4095,-18.605,2.2882,20.15645243,walking
1.39E+12,4.3585,-12.313,4.304,13.75248731,walking
1.39E+12,4.1542,-0.83084,2.9556,5.165582649,walking
1.39E+12,3.9363,-1.4574,2.5879,4.931095097,walking
1.39E+12,2.9829,-3.7456,1.8932,5.148923966,walking
1.39E+12,-6.2926,-18.742,7.4367,21.12259183,walking
1.39E+12,-5.5571,-16.494,2.2746,17.5529827,walking
1.39E+12,-1.9613,-10.869,-1.757,11.18342111,walking
1.39E+12,5.6388,-5.0259,-1.471,7.695425735,walking
1.39E+12,5.3256,-5.0395,-0.49033,7.348401127,walking
1.39E+12,2.9965,-8.4719,0.081722,8.986588916,walking
1.39E+12,0.99429,-10.733,0.84446,10.81198475,walking
1.39E+12,-1.4438,-11.019,1.2803,11.18669243,walking
1.39E+12,1.6208,-8.1858,-0.57205,8.36430245,walking
1.39E+12,1.7298,-7.8862,-0.8717,8.120604618,walking
1.39E+12,0.83084,-8.7715,-0.51757,8.825949584,walking
1.39E+12,0.44947,-9.7385,0.054481,9.749019115,walking
1.39E+12,-0.01362,-10.597,-1.0351,10.64744225,walking
1.39E+12,1.1169,-10.515,-1.9341,10.74957829,walking
1.39E+12,3.1872,-12.136,-0.54481,12.55936136,walking
1.39E+12,0.62654,-12.572,0.24517,12.58998986,walking
1.39E+12,-1.3893,-12.708,0.17706,12.78494305,walking
1.39E+12,-1.0351,-12.612,-0.88532,12.68533671,walking
1.39E+12,0.40861,-12.64,-2.9011,12.97508934,walking
1.39E+12,0.12258,-12.926,-2.8194,13.23047687,walking
1.39E+12,-0.46309,-12.558,-1.5119,12.65715837,walking
1.39E+12,2.9829,-15.868,2.5198,16.34137413,walking
1.39E+12,6.4424,-15.473,1.8932,16.86720051,walking
1.39E+12,6.674,-15.582,0.95342,16.97792713,walking
1.39E+12,6.1564,-16.181,-0.01362,17.31260256,walking
1.39E+12,6.4016,-14.111,-0.49033,15.50294253,walking
1.39E+12,5.7069,-12.381,0.10896,13.63340533,walking
1.39E+12,5.0259,-11.141,2.261,12.42954838,walking
1.39E+12,0.34051,-8.4582,0.72188,8.495775717,walking
1.39E+12,-1.0215,-6.9328,0.6674,7.039360827,walking
1.39E+12,-1.1305,-5.4754,0.88532,5.660550054,walking
1.39E+12,0.42223,-2.8467,2.3699,3.728056474,walking
1.39E+12,1.8524,-2.9965,2.0975,4.099988324,walking
1.39E+12,2.9284,-3.623,1.7979,4.993405648,walking
1.39E+12,3.7728,-3.9635,0.88532,5.543206977,walking
1.39E+12,3.7184,-3.8409,-0.20431,5.349836815,walking
1.39E+12,3.4187,-4.5356,-1.9068,5.991248892,walking
1.39E+12,2.7377,-7.9543,-4.4947,9.537726032,walking
1.39E+12,2.4653,-9.6296,-4.0316,10.72663502,walking
1.39E+12,3.4868,-13.239,-6.5786,15.18903793,walking
1.39E+12,5.7478,-15.677,-9.0848,19.00892224,walking
1.39E+12,4.5083,-11.618,-9.3299,15.56758578,walking
1.39E+12,2.9284,-9.2891,-8.8805,13.18052296,walking
1.39E+12,4.018,-16.549,-3.7456,17.43683585,walking
